09-05-2026 15:34:53,Patient,54,FAILED
09-05-2026 15:34:54,Admin,54,FAILED
09-05-2026 15:34:55,Patient,54,FAILED
09-05-2026 15:34:55,Doctor,54,FAILED
09-05-2026 15:49:25,Admin,3764,FAILED
09-05-2026 15:49:29,Doctor,3764,FAILED
09-05-2026 15:49:31,Admin,3764,FAILED
09-05-2026 15:49:34,Admin,3764,FAILED
09-05-2026 15:49:36,Doctor,3764,FAILED
09-05-2026 15:49:38,Admin,3764,FAILED
09-05-2026 15:59:02,Admin,34535,FAILED
09-05-2026 15:59:06,Admin,345,FAILED
09-05-2026 15:59:09,Admin,345,FAILED
09-05-2026 15:59:13,Admin,345,FAILED
09-05-2026 16:04:23,Admin,1,FAILED
09-05-2026 16:04:24,Admin,1,FAILED
09-05-2026 16:04:25,Admin,1,FAILED
09-05-2026 16:05:24,Admin,54,FAILED
09-05-2026 16:05:25,Admin,54,FAILED
09-05-2026 16:05:29,Admin,54,FAILED
09-05-2026 16:10:35,Admin,1,FAILED
09-05-2026 16:10:38,Admin,1,FAILED
09-05-2026 16:10:40,Admin,1,FAILED
09-05-2026 16:11:04,Doctor,1,FAILED
09-05-2026 16:11:13,Admin,1,FAILED
09-05-2026 16:11:21,Admin,1,SUCCESS
09-05-2026 16:11:32,Admin,354,FAILED
09-05-2026 16:12:02,Admin,354,FAILED
09-05-2026 16:17:10,Admin,1,FAILED
09-05-2026 16:17:12,Admin,1,FAILED
09-05-2026 16:17:13,Admin,1,FAILED
09-05-2026 16:17:21,Doctor,1,FAILED
09-05-2026 16:17:22,Doctor,1,FAILED
09-05-2026 16:17:23,Doctor,1,FAILED
09-05-2026 16:17:29,Patient,1,FAILED
09-05-2026 16:17:29,Patient,1,FAILED
09-05-2026 16:17:37,Patient,1,FAILED
09-05-2026 16:17:59,Patient,1,FAILED
09-05-2026 16:18:02,Patient,1,FAILED
09-05-2026 16:18:03,Doctor,1,FAILED
09-05-2026 16:18:04,Patient,1,FAILED
09-05-2026 16:18:06,Doctor,1,FAILED
09-05-2026 16:18:07,Patient,1,FAILED
09-05-2026 16:18:08,Doctor,1,FAILED
09-05-2026 16:18:10,Admin,1,FAILED
09-05-2026 16:18:27,Admin,1,FAILED
09-05-2026 16:18:35,Admin,1,SUCCESS
09-05-2026 16:18:49,Doctor,11,FAILED
09-05-2026 16:18:53,Admin,11,FAILED
09-05-2026 16:20:39,Admin,656,FAILED
09-05-2026 16:21:25,Admin,1,FAILED
09-05-2026 16:21:34,Patient,1,FAILED
09-05-2026 16:25:04,Patient,1,FAILED
09-05-2026 16:25:07,Admin,1,FAILED
09-05-2026 16:25:12,Doctor,1,FAILED
09-05-2026 16:27:04,Patient,3,FAILED
09-05-2026 16:27:07,Admin,3,FAILED
09-05-2026 16:27:09,Doctor,3,FAILED
09-05-2026 16:27:49,Admin,1,FAILED
09-05-2026 16:27:50,Admin,1,FAILED
09-05-2026 16:27:52,Doctor,1,FAILED
09-05-2026 16:27:55,Patient,1,FAILED
09-05-2026 16:42:03,Admin,1,FAILED
09-05-2026 16:42:12,Admin,1,FAILED
09-05-2026 16:42:16,Admin,1,FAILED
09-05-2026 16:42:46,Admin,1,FAILED
09-05-2026 16:42:51,Doctor,1,FAILED
09-05-2026 16:42:54,Patient,1,FAILED-NOTFOUND
09-05-2026 16:42:57,Doctor,1,FAILED
09-05-2026 16:42:59,Patient,1,FAILED-NOTFOUND
09-05-2026 16:43:02,Doctor,1,FAILED
09-05-2026 16:43:02,Doctor,1,LOCKED
09-05-2026 16:43:05,Admin,1,FAILED
09-05-2026 16:45:24,Doctor,1,FAILED
09-05-2026 16:45:25,Doctor,1,FAILED
09-05-2026 16:45:25,Doctor,1,FAILED
09-05-2026 16:45:25,Doctor,1,LOCKED
09-05-2026 16:45:27,Patient,1,FAILED-NOTFOUND
09-05-2026 16:45:28,Patient,1,FAILED-NOTFOUND
09-05-2026 16:45:29,Patient,1,FAILED-NOTFOUND
09-05-2026 16:45:29,Patient,1,FAILED-NOTFOUND
09-05-2026 16:45:30,Patient,1,FAILED-NOTFOUND
09-05-2026 16:45:30,Patient,1,FAILED-NOTFOUND
09-05-2026 16:45:30,Patient,1,FAILED-NOTFOUND
09-05-2026 16:45:31,Patient,1,FAILED-NOTFOUND
09-05-2026 16:45:31,Patient,1,FAILED-NOTFOUND
09-05-2026 16:45:31,Patient,1,FAILED-NOTFOUND
09-05-2026 16:45:32,Patient,1,FAILED-NOTFOUND
09-05-2026 16:45:32,Patient,1,FAILED-NOTFOUND
09-05-2026 16:46:13,Patient,1,FAILED-NOTFOUND
09-05-2026 16:46:19,Patient,101,FAILED
09-05-2026 16:46:22,Patient,101,FAILED
09-05-2026 16:46:22,Patient,101,FAILED
09-05-2026 16:46:22,Patient,101,LOCKED
09-05-2026 16:46:58,Doctor,101,FAILED-NOTFOUND
09-05-2026 16:47:03,Doctor,1,FAILED
09-05-2026 16:47:58,Doctor,1,FAILED
09-05-2026 16:48:02,Doctor,1,FAILED
09-05-2026 16:48:03,Doctor,1,FAILED
09-05-2026 16:48:03,Doctor,1,LOCKED
09-05-2026 16:48:21,Patient,1,FAILED-NOTFOUND
09-05-2026 16:48:25,Patient,101,FAILED
09-05-2026 16:48:27,Patient,101,FAILED
09-05-2026 16:48:27,Patient,101,FAILED
09-05-2026 16:48:27,Patient,101,LOCKED
09-05-2026 16:48:38,Patient,101,BLOCKED-LOCKED
09-05-2026 16:48:57,Admin,1,SUCCESS
09-05-2026 16:51:54,Doctor,1,SUCCESS
09-05-2026 17:10:06,Admin,1,SUCCESS
09-05-2026 19:56:47,Admin,1,SUCCESS
09-05-2026 19:59:09,Doctor,1,SUCCESS
09-05-2026 22:45:01,Admin,1,SUCCESS
09-05-2026 22:45:28,Admin,1,FAILED
09-05-2026 22:45:33,Doctor,1,FAILED
09-05-2026 22:45:36,Doctor,1,FAILED
09-05-2026 22:45:37,Doctor,1,FAILED
09-05-2026 22:45:37,Doctor,1,LOCKED
09-05-2026 22:45:42,Patient,1,FAILED-NOTFOUND
09-05-2026 22:45:43,Patient,1,FAILED-NOTFOUND
09-05-2026 22:45:49,Patient,101,FAILED
09-05-2026 22:45:50,Patient,101,FAILED
09-05-2026 22:45:51,Patient,101,FAILED
09-05-2026 22:45:51,Patient,101,LOCKED
